海南省海棠区,109.71796538604,18.33475015
海南省吉阳区,109.543245737518,18.27324925
海南省崖州区,109.060926137071,18.358303
海南省通什镇,109.5129964,18.778524
海南省南圣镇,109.5887627,18.7394875
海南省毛阳镇,109.5281232,18.9406237
海南省嘉积镇,110.4575005,19.242508
海南省万泉镇,110.4063214,19.245657
海南省大路镇,110.4701568,19.383632
海南省中原镇,110.467589,19.147874
海南省博鳌镇,110.5816874,19.163968
海南省阳江镇,110.3438882,19.1015495
海南省潭门镇,110.611507,19.243559
海南省塔洋镇,110.5047643,19.290066
海南省长坡镇,110.607734,19.3422034
海南省会山镇,110.261029,19.069405
海南省那大镇,109.5688073,19.5133355
海南省南丰镇,109.5515173,19.4099496
海南省大成镇,109.3931768,19.5103526
海南省雅星镇,109.263779,19.4463498
海南省兰洋镇,109.6598637,19.4619177
海南省光村镇,109.476857,19.817659
海南省三都镇,109.2126818,19.7896032
海南省王五镇,109.2921597,19.6570179
海南省白马井镇,109.219615,19.7104711
海南省中和镇,109.344918,19.742764
海南省东成镇,109.4566766,19.7068001
海南省新州镇,109.3112806,19.7148909
海南省文城镇,110.7497889,19.6139589
海南省重兴镇,110.595562,19.413172
海南省蓬莱镇,110.5361209,19.5370197
海南省会文镇,110.724644,19.463367
海南省东路镇,110.6786571,19.7408421
海南省东阁镇,108.96193,19.1850078
海南省东郊镇,110.856197,19.576958
海南省翁田镇,110.8736325,19.9325281
海南省抱罗镇,110.7461072,19.8434544
海南省冯坡镇,110.776567,19.967965
海南省锦山镇,110.6913806,20.0015346
海南省铺前镇,110.5772707,20.0273831
海南省万城镇,110.3966948,18.7974862
海南省龙滚镇,110.5134006,19.0610246
海南省和乐镇,110.4727316,18.9051812
海南省后安镇,110.4453775,18.8662618
海南省大茂镇,110.3925025,18.849782
海南省东澳镇,110.3990603,18.7168565
海南省礼纪镇,110.3150815,18.7510842
海南省长丰镇,110.3217776,18.803769
海南省山根镇,110.482294,18.969483
海南省北大镇,110.330788,18.924164
海南省南桥镇,110.1540944,18.6835682
海南省三更罗镇,110.180507,18.863063
海南省八所镇,108.6537122,19.1052704
海南省东河镇,108.9395416,19.0491769
海南省大田镇,108.821062,19.1085673
海南省感城镇,108.640365,18.851571
海南省定城镇,110.3181248,19.7015449
海南省新竹镇,110.206504,19.621577
海南省黄竹镇,110.4412982,19.4766281
海南省雷鸣镇,110.3216747,19.5560961
海南省龙河镇,110.4727316,18.9051812
海南省翰林镇,110.2585445,19.333483
海南省富文镇,110.2578752,19.5531383
海南省屯城镇,110.0957964,19.357786
海南省新兴镇,110.1777234,19.5110509
海南省枫木镇,110.0098194,19.210943
海南省乌坡镇,110.0707224,19.1812883
海南省南坤镇,109.9460752,19.3187322
海南省西昌镇,110.0409347,19.4352108
海南省金江镇,110.0056865,19.7383584
海南省老城镇,110.1132089,19.9338974
海南省瑞溪镇,110.1247455,19.735498
海南省永发镇,110.194837,19.748335
海南省中兴镇,110.595562,19.413172
海南省福山镇,109.9260761,19.8375397
海南省临城镇,109.6843135,19.9086497
海南省和舍镇,109.720752,19.597343
海南省南宝镇,109.5922039,19.6805842
海南省牙叉镇,109.4454011,19.2260317
海南省七坊镇,109.235744,19.299924
海南省邦溪镇,109.09786,19.370636
海南省打安镇,109.2101399,18.6941737
海南省石碌镇,109.0473774,19.2599196
海南省抱由镇,109.1694923,18.751684
海南省万冲镇,109.317078,18.848635
海南省大安镇,109.2101399,18.6941737
海南省志仲镇,109.2609353,18.6309503
海南省千家镇,109.0818769,18.5666787
海南省莺歌海镇,108.693707,18.5122985
海南省椰林镇,110.0325528,18.5074498
海南省三才镇,110.0012587,18.4772531
海南省英州镇,109.8565437,18.4251861
海南省隆广镇,109.899134,18.505259
海南省文罗镇,109.952894,18.517894
海南省本号镇,110.4703445,19.2592373
海南省新村镇,109.9670767,18.4150085
海南省黎安镇,110.066902,18.4348811
海南省保城镇,109.6994385,18.6432259
海南省什玲镇,109.7778607,18.6667401
海南省响水镇,109.6180357,18.5861873
海南省新政镇,109.6253833,18.54353
海南省营根镇,109.8361654,19.0370568
海南省湾岭镇,109.9369799,19.1743966
海南省长征镇,109.8755456,18.9611033
海南省红毛镇,109.6858862,19.0376555
海南省中平镇,110.0516852,19.0595705
